yG ,
Ctrl + f ,
:<block> co num ,
o ,
x ,
R ,
?string ,
w ,
s ,
:g/s1/s//s2/gc ,
d0 ,
:%s/s1/s2/g ,
Ctrl + b ,
:<block> s/s1/s2 ,
A ,
:<block> d ,
cb ,
:s/s1/s2 ,
y0 ,
I ,
N ,
<NUM> G ,
i ,
J ,
yy ,
dd ,
dw ,
cw ,
:set cindent ,
k ,
/string ,
l ,
M ,
L ,
:set tapstop=4 ,
:wq ,
Ctrl + r ,
:set nonu ,
h ,
+ ,
e ,
:colo desert ,
y$ ,
j ,
:<block> y ,
u ,
r ,
dG ,
- ,
cc ,
n ,
p ,
c0 ,
D ,
a ,
G ,
X ,
:set nu ,
H ,
:w filename ,
:q! ,
O ,
c$ ,
:w ,
b ,
d$ ,
:set shiftwidth=4 ,
$ ,
0 ,
